Date_Time,Date,Time,Month,Weekday,Day,Day_in_Year,Week,Weekend,Electric_Use,hour,Season,TOU,TOU_Rate,TOU_Cost,Regular_Rate,Regular_Cost,Mean,Max,Min,Minute,elapsed_time
2016-01-03T01:30:00Z,2016-01-03,01:30:00,Jan,Sun,3,3,1,1,0.293539444,1,Winter,Off-Peak,0.05676,0.008330649,0.11742,0.017233701,0.527923148,1.086616111,0.193113889,30,0.5
2016-01-03T02:00:00Z,2016-01-03,02:00:00,Jan,Sun,3,3,1,1,0.193113889,2,Winter,Off-Peak,0.05676,0.005480572,0.11742,0.011337716,0.527923148,1.086616111,0.193113889,0,0.5
2016-01-03T02:30:00Z,2016-01-03,02:30:00,Jan,Sun,3,3,1,1,0.238577222,2,Winter,Off-Peak,0.05676,0.006770822,0.11742,0.014006869,0.527923148,1.086616111,0.193113889,30,0.5
2016-01-03T03:00:00Z,2016-01-03,03:00:00,Jan,Sun,3,3,1,1,0.232857222,3,Winter,Off-Peak,0.05676,0.006608488,0.11742,0.013671048,0.527923148,1.086616111,0.193113889,0,0.5
2016-01-03T03:30:00Z,2016-01-03,03:30:00,Jan,Sun,3,3,1,1,0.260735,3,Winter,Off-Peak,0.05676,0.007399659,0.11742,0.015307752,0.527923148,1.086616111,0.193113889,30,0.5
2016-01-03T04:00:00Z,2016-01-03,04:00:00,Jan,Sun,3,3,1,1,0.348518333,4,Winter,Off-Peak,0.05676,0.00989095,0.11742,0.020461511,0.527923148,1.086616111,0.193113889,0,0.5
2016-01-03T04:30:00Z,2016-01-03,04:30:00,Jan,Sun,3,3,1,1,0.382163889,4,Winter,Off-Peak,0.05676,0.010845811,0.11742,0.022436842,0.527923148,1.086616111,0.193113889,30,0.5
2016-01-03T05:00:00Z,2016-01-03,05:00:00,Jan,Sun,3,3,1,1,0.323398333,5,Winter,Off-Peak,0.05676,0.009178045,0.11742,0.018986716,0.527923148,1.086616111,0.193113889,0,0.5
2016-01-03T05:30:00Z,2016-01-03,05:30:00,Jan,Sun,3,3,1,1,0.335547778,5,Winter,Off-Peak,0.05676,0.009522846,0.11742,0.01970001,0.527923148,1.086616111,0.193113889,30,0.5
2016-01-03T06:00:00Z,2016-01-03,06:00:00,Jan,Sun,3,3,1,1,0.312157222,6,Winter,Mid-Peak,0.1043,0.016278999,0.11742,0.018326751,0.527923148,1.086616111,0.193113889,0,0.5
2016-01-03T06:30:00Z,2016-01-03,06:30:00,Jan,Sun,3,3,1,1,0.335091111,6,Winter,Mid-Peak,0.1043,0.017475001,0.11742,0.019673199,0.527923148,1.086616111,0.193113889,30,0.5
2016-01-03T07:00:00Z,2016-01-03,07:00:00,Jan,Sun,3,3,1,1,0.551665,7,Winter,Mid-Peak,0.1043,0.02876933,0.11742,0.032388252,0.527923148,1.086616111,0.193113889,0,0.5
