Date_Time,Date,Time,Coal,Gas,Hydro,Nuclear,Other,Wind,Total,Renewable,NonRenewable,Fossil_Fuel,Clean,Pct_Renew,Pct_Clean,Total_Carbon,Carbon_per_MWh,Carbon_per_kWh
2016-01-01T01:00:00Z,2016-01-01,01:00:00,9560.8,915.1,76.3,2458.1,238,3462.3,16710.6,3776.6000000000004,12934,10475.9,6234.700000000001,22.600026330592563,37.309851232152056,9556184.14,571.8636159084654,0.5718636159084654
2016-01-01T02:00:00Z,2016-01-01,02:00:00,9535.8,915.9,76.3,2458.1,238,3296.9,16521,3611.2000000000003,12909.8,10451.699999999999,6069.3,21.85824102657224,36.736880334120215,9532494.42,576.9925803522789,0.5769925803522788
2016-01-01T03:00:00Z,2016-01-01,03:00:00,9528.3,915.9,76.3,2458.1,238,3207.5,16424.1,3521.8,12902.3,10444.199999999999,5979.9,21.442879670727773,36.40930096626299,9525289.92,579.9581054669662,0.5799581054669662
2016-01-01T04:00:00Z,2016-01-01,04:00:00,9521.4,915.9,76.3,2458.1,238,3036.8,16246.5,3351.1000000000004,12895.4,10437.3,5809.200000000001,20.6265964977072,35.75662450373927,9518661.78,585.8899935370695,0.5858899935370695
2016-01-01T05:00:00Z,2016-01-01,05:00:00,9535.8,1120.6,76.3,2458.1,238,2876.5,16305.3,3190.8,13114.5,10656.4,5648.9,19.569097164725584,34.6445634241627,9615725.440000001,589.7300534182139,0.5897300534182138
2016-01-01T06:00:00Z,2016-01-01,06:00:00,9434.8,1108.2,76.3,2458.1,238,2770.7,16086.099999999999,3085,13001.1,10543,5543.1,19.178048128508465,34.45894281398226,9513662.999999998,591.4213513530315,0.5914213513530314
2016-01-01T07:00:00Z,2016-01-01,07:00:00,9692.9,1107.6,87.3,2458.1,237.8,2624.1,16207.8,2949.2,13258.6,10800.5,5407.299999999999,18.196177149273808,33.3623317168277,9761349.9,602.2624847295747,0.6022624847295747
2016-01-01T08:00:00Z,2016-01-01,08:00:00,9756,1430.6,98.3,2458.1,237.8,2316,16296.8,2652.1,13644.7,11186.6,5110.2,16.273746993274756,31.35707623582544,9953295.559999999,610.7515315890236,0.6107515315890235
2016-01-01T09:00:00Z,2016-01-01,09:00:00,9756,1458.5,192.6,2458.1,237.8,2286.5,16389.5,2716.9,13672.6,11214.5,5175,16.577076786967265,31.575093810061322,9964639.7,607.9892431129687,0.6079892431129686
2016-01-01T10:00:00Z,2016-01-01,10:00:00,9756,1658.8,192.6,2457.1,249.7,2025.2,16339.400000000001,2467.5,13871.9,11414.8,4924.6,15.101533716048325,30.139417604073586,10046081.68,614.8378569592518,0.6148378569592517
2016-01-01T11:00:00Z,2016-01-01,11:00:00,9756,1689.6999999999998,192.6,2457.1,284.4,1674.8,16054.6,2151.8,13902.800000000001,11445.7,4608.9,13.403012220796532,28.70766010987505,10058645.62,626.5273267474741,0.6265273267474741
2016-01-01T12:00:00Z,2016-01-01,12:00:00,9824.6,1699.1,114.7,2455.1,322,1364.6,15780.100000000002,1801.3,13978.800000000001,11523.7,4256.4,11.415010044296295,26.97321309750888,10128364.82,641.8441467417823,0.6418441467417824
2016-01-01T13:00:00Z,2016-01-01,13:00:00,9873,1682.8,112.3,2454.1,335.6,1218.7,15676.5,1666.6000000000001,14009.9,11555.8,4120.7,10.631199566229707,26.285841865212262,10168230.280000001,648.628857206647,0.648628857206647
2016-01-01T14:00:00Z,2016-01-01,14:00:00,9915.2,1661,112.3,2453.1,332,1121.7,15595.300000000001,1566,14029.300000000001,11576.2,4019.1,10.041486858220104,25.771225946278687,10199903.72,654.0370316697979,0.6540370316697979
2016-01-01T15:00:00Z,2016-01-01,15:00:00,9915.2,1595.6,112.3,2453.1,331.3,1075.2,15482.7,1518.8000000000002,13963.900000000001,11510.800000000001,3971.9,9.8096585220924,25.653794234855674,10173312.080000002,657.0760965464681,0.657076096546468
2016-01-01T16:00:00Z,2016-01-01,16:00:00,9915.2,1586.5,112.3,2453.1,315.6,1139,15521.7,1566.9,13954.800000000001,11501.7,4020,10.094899398906048,25.8992249560293,10169612.020000001,655.1867398545263,0.6551867398545264
2016-01-01T17:00:00Z,2016-01-01,17:00:00,9915.2,1594.3000000000002,112.3,2454.1,284.4,1270.3,15630.599999999999,1667,13963.6,11509.5,4121.1,10.664977672002356,26.365590572338878,10172783.500000002,650.824888360012,0.650824888360012
2016-01-01T18:00:00Z,2016-01-01,18:00:00,9920.2,2280.8,202.6,2456.1,245.1,1466.5,16571.300000000003,1914.2,14657.1,12201,4370.3,11.551296518679885,26.37270461581167,10456717.4,631.0137044166721,0.6310137044166721
2016-01-01T19:00:00Z,2016-01-01,19:00:00,9920.2,2507.7,202.6,2457.1,239.6,1775.8,17103.000000000004,2218,14885.000000000002,12427.900000000001,4675.1,12.968485061100388,27.33497047301643,10548974.940000001,616.7909103666022,0.6167909103666023
2016-01-01T20:00:00Z,2016-01-01,20:00:00,9920.2,2337.7,202.6,2457.1,239.6,2063.4,17220.600000000002,2505.6,14715.000000000002,12257.900000000001,4962.7,14.550015678896203,28.81839192594915,10479852.940000001,608.564912953091,0.608564912953091
2016-01-01T21:00:00Z,2016-01-01,21:00:00,9920.2,2239.1000000000004,202.6,2457.1,239.60000000000002,2166.2,17224.800000000003,2608.3999999999996,14616.400000000001,12159.300000000001,5065.5,15.143281779759413,29.408178904834887,10439762.180000002,606.089021643212,0.6060890216432121
2016-01-01T22:00:00Z,2016-01-01,22:00:00,9915.2,2118.3,113.3,2458.1,237.8,2421,17263.699999999997,2772.1,14491.6,12033.5,5230.2,16.0573921001871,30.295938877529156,10385841.9,601.5999988414999,0.6015999988414998
2016-01-01T23:00:00Z,2016-01-01,23:00:00,9915.2,1876.1999999999998,76.3,2458.1,238,2719.3,17283.100000000002,3033.6000000000004,14249.500000000002,11791.400000000001,5491.700000000001,17.55240668630049,31.77497092535483,10287404.040000001,595.2290989463695,0.5952290989463696
2016-01-02T00:00:00Z,2016-01-02,00:00:00,9915.2,1581.7,76.3,2458.1,238,3131.6,17400.9,3445.9,13955.000000000002,11496.900000000001,5904,19.80299869546977,33.92927952002482,10167660.340000002,584.3180720537443,0.5843180720537443
2016-01-02T01:00:00Z,2016-01-02,01:00:00,10298.1,1433.1,76.3,2445.1,240,4078,18570.6,4394.3,14176.300000000001,11731.2,6839.4,23.662671103787712,36.82918160964105,10475053.32,564.066498659171,0.564066498659171
2016-01-02T02:00:00Z,2016-01-02,02:00:00,10240,1428.5,76.3,2445.1,240,4363.4,18793.3,4679.7,14113.6,11668.5,7124.799999999999,24.90089553191829,37.911383312137836,10417372.1,554.3130849824139,0.5543130849824139
2016-01-02T03:00:00Z,2016-01-02,03:00:00,10235.5,1427.9,76.3,2445.1,240,4584.9,19009.699999999997,4901.2,14108.5,11663.4,7346.299999999999,25.782626764230898,38.645007548777734,10412805.440000001,547.7627442831819,0.5477627442831818
2016-01-02T04:00:00Z,2016-01-02,04:00:00,10260.5,1392.2,76.3,2445.1,240,5088.7,19502.8,5405,14097.800000000001,11652.7,7850.1,27.713969276206495,40.25114342555941,10422304.82,534.4004358348545,0.5344004358348545
2016-01-02T05:00:00Z,2016-01-02,05:00:00,10242.4,1363.1,76.3,2445.1,240,5336.3,19703.2,5652.6,14050.6,11605.5,8097.700000000001,28.688740915181292,41.09840025985627,10393085.899999999,527.4821298063258,0.5274821298063258
2016-01-02T06:00:00Z,2016-01-02,06:00:00,10250.4,1398.7,76.3,2445.1,240,5558.9,19969.4,5875.2,14094.2,11649.1,8320.3,29.421014151652024,41.66524782917864,10415245.66,521.5602702134265,0.5215602702134265
2016-01-02T07:00:00Z,2016-01-02,07:00:00,10266.1,1841.1,87.3,2444.1,239.8,6809.7,21688.1,7136.8,14551.300000000001,12107.2,9580.9,32.90652477625979,44.175838362973245,10610206.92,489.217908438268,0.489217908438268
2016-01-02T08:00:00Z,2016-01-02,08:00:00,10282.1,2311.7,176,2444.1,239.8,7008,22461.699999999997,7423.8,15037.9,12593.8,9867.9,33.05092668854094,43.932115556703195,10816922.48,481.57185253119764,0.4815718525311976
2016-01-02T09:00:00Z,2016-01-02,09:00:00,10303.1,2410.8,211,2444.1,239.8,7242.8,22851.600000000002,7693.6,15158.000000000002,12713.900000000001,10137.7,33.66766440861909,44.36319557492692,10877389.14,476.00120516725303,0.476001205167253
2016-01-02T10:00:00Z,2016-01-02,10:00:00,10301.4,2353.6,211,2444.1,250.5,7429.2,22989.8,7890.7,15099.1,12655,10334.8,34.322612636908545,44.95384909829576,10852498.6,472.05711228457835,0.47205711228457836
2016-01-02T11:00:00Z,2016-01-02,11:00:00,10289.9,2310,209,2444.1,284.8,7424.9,22962.699999999997,7918.7,15044,12599.9,10362.8,34.48505619983713,45.1288393786445,10823723.94,471.3611178128008,0.47136111781280077
